size,time_µs
250,3830
250,4214
250,3862
250,3884
250,3794
250,4127
250,3832
250,3890
250,3896
250,3766
250,4331
250,3893
250,3785
250,3782
250,3773
250,4119
250,3976
250,3862
250,3901
250,3909
250,3923
250,3912
250,3796
250,4095
250,3899
250,3917
250,3931
250,3990
250,3750
250,3830
250,4131
250,3933
250,3827
250,3915
250,3893
250,3972
250,3956
250,3925
250,4005
250,3795
250,3904
250,3935
250,3835
250,3688
250,3947
250,3841
250,3965
250,3764
250,4025
250,4018
250,3778
250,3812
250,3819
250,4294
250,3904
250,3924
250,3968
250,3835
250,4029
250,4111
250,4109
250,23050
250,4541
250,3731
250,3858
250,3983
250,3982
250,3880
250,3929
250,3904
250,3848
250,3920
250,3844
250,3980
250,3957
250,3872
250,3802
250,3902
250,3820
250,3889
250,3700
250,4161
250,4071
250,4061
250,3831
250,3893
250,3917
250,3843
250,3789
250,3803
250,3911
250,3946
250,3875
250,3923
250,3886
250,3767
250,4094
250,4004
250,4268
250,3916
250,3861
250,4254
250,3924
250,3845
250,3960
250,4004
250,3826
250,3764
250,3797
250,3904
250,3778
250,3836
250,3795
250,3913
250,3840
250,3910
250,3884
250,3806
250,4003
250,3904
250,3863
250,13044
250,4471
250,3926
250,4117
250,3911
250,3831
250,3891
250,3824
250,3916
250,3885
250,3898
250,3797
250,3859
250,3886
250,4020
250,3821
250,3943
250,3764
250,3850
250,3865
250,3945
250,3940
250,4101
250,4331
250,3880
250,3981
250,4079
250,3824
250,4011
250,3868
250,3796
250,3886
250,3762
250,3867
250,3901
250,3817
250,3802
250,4087
250,3802
250,3979
250,3898
250,3820
250,3970
250,3797
250,3905
250,4226
250,4067
250,3862
250,3894
250,3996
250,3959
250,3777
250,3909
250,3832
250,3910
250,3950
250,3870
250,3825
250,3820
250,3915
250,3800
250,3945
250,3992
250,4036
250,4189
250,3956
250,3916
250,3972
250,3761
250,3806
250,3862
250,3752
250,3757
250,4088
250,3850
250,3791
250,3818
250,3897
250,4115
250,4053
250,4387
250,3786
250,3805
250,3873
250,3710
250,3793
250,4067
250,20702
250,4703
250,3746
250,3804
250,3836
250,4090
250,3832
250,4003
250,3850
250,3912
250,4275
250,3986
250,4037
250,3825
250,12262
250,4310
250,3762
250,4044
250,3865
250,3920
250,3807
250,3879
250,3991
250,3878
250,3849
250,3963
250,4255
250,4135
250,3829
250,3848
250,3926
250,3832
250,3952
250,3948
250,4126
250,4303
250,3839
250,3959
250,3868
250,3949
250,4136
250,4194
250,4306
250,3858
250,3834
250,4078
250,3969
250,4264
250,4005
250,3974
250,4367
250,4064
250,3923
250,3781
250,3909
250,3888
250,3806
250,3824
250,3914
250,4001
250,4059
250,4330
250,3920
250,3833
250,3891
250,3853
250,3889
250,4000
250,4165
250,4117
250,3919
250,4040
250,3889
250,3805
250,3868
250,4030
250,4206
250,4258
250,4043
250,4188
250,4125
250,3788
250,3845
250,3969
250,3879
250,3829
250,3939
250,3964
250,3843
250,3767
250,3860
250,4165
250,4164
250,3900
250,3842
250,3890
250,4156
250,4183
250,4257
250,3901
250,3784
250,3937
250,3761
250,3918
250,3799
250,4068
250,4308
250,3843
250,3925
250,4021
250,3851
250,4014
250,4344
250,3879
250,3939
250,3992
250,3887
250,4249
250,4217
250,3889
250,3969
250,3886
250,4059
250,4233
250,3847
250,3885
250,3966
250,3798
250,3874
250,3996
250,4228
250,3972
250,3944
250,3934
250,3755
250,3829
250,3954
250,4459
250,4016
250,3902
250,3787
250,3798
250,3952
250,4173
250,4370
250,3932
250,3876
250,4342
250,4139
250,4144
250,4257
250,4225
250,3989
250,3902
250,4194
250,4238
250,3812
250,3769
250,3931
250,3967
250,4001
250,4267
250,3820
250,3831
250,3908
250,3891
250,3989
250,4137
250,4040
250,4054
250,3910
250,3826
250,4145
250,4224
250,4218
250,4289
250,3795
250,3937
250,3808
250,3971
250,4047
250,4283
250,3886
250,3867
250,3851
250,4163
250,4181
250,3726
250,3969
250,3929
250,3825
250,4090
250,4293
250,3768
250,3841
250,3883
250,3865
250,3809
250,3958
250,4450
250,14854
250,4284
250,4129
250,4500
250,4112
250,4330
250,3953
250,3834
250,4120
250,4198
250,3858
250,3790
250,3927
250,3862
250,3974
250,3961
250,4219
250,3965
250,3801
250,3978
250,3772
250,3822
250,3964
250,4238
250,3956
250,3820
250,3904
250,4006
250,4209
250,4221
250,3763
250,3802
250,3893
500,33599517
500,16790025
500,433277
500,8910
500,6796
500,6918
500,6979
500,6841
500,7023
500,7808
500,7274
500,7501
500,6719
500,7029
500,6872
500,7001
500,6921
500,6939
500,7492
500,6762
500,7552
500,7199
500,6876
500,7345
500,6961
500,7374
500,6970
500,7299
500,7070
500,6861
500,6775
500,7134
500,7003
500,7167
500,7001
500,7076
500,6904
500,6804
500,7395
500,7706
500,7184
500,6890
500,7057
500,7025
500,7050
500,6804
500,7234
500,7144
500,7160
500,6859
500,7000
500,6983
500,7107
500,7087
500,7061
500,7198
500,6811
500,7597
500,7210
500,6956
500,7460
500,7182
500,6898
500,6837
500,7386
500,6814
500,7235
500,7023
500,7074
500,6977
500,7342
500,6900
500,7158
500,7025
500,7130
500,6904
500,7419
500,6817
500,7139
500,7000
500,7395
500,7093
500,6898
500,6901
500,7541
500,7326
500,7027
500,7126
500,7136
500,7079
500,7005
500,6988
500,6734
500,7210
500,6878
500,7010
500,7237
500,6814
500,6954
500,7109
500,7140
500,7088
500,6920
500,7636
500,7304
500,6994
500,7410
500,7482
500,7762
500,7442
500,6924
500,7320
500,7093
500,7444
500,7257
500,7076
500,6976
500,7242
500,6905
500,7753
500,7201
500,7267
500,7431
500,6982
500,7470
500,7214
500,7004
500,7302
500,7477
500,7505
500,7222
500,7053
500,25029237
500,25034380
500,25036178
500,25033999
500,25033777
500,25032520
500,25034014
500,25036950
500,25031903
500,25035474
500,25034250
500,25035043
500,25034154
500,25032466
500,25035699
500,25033744
500,25034118
500,25036410
500,25034416
500,25037796
500,25031587
500,25033833
500,6340735
500,472742
500,469632
500,9368
500,6874
500,7708
500,6968
500,7318
500,6948
500,7453
500,7602
500,7458
500,7316
500,7460
500,7120
500,6907
500,7609
500,7344
500,6931
500,7119
500,7509
500,7527
500,7356
500,7605
500,7222
500,7087
500,6764
500,7027
500,7306
500,7449
500,7803
500,7022
500,7127
500,7184
500,7105
500,7001
500,6966
500,7384
500,7071
500,6991
500,7588
500,7761
500,7339
500,7626
500,7459
500,7349
500,7065
500,6960
500,7524
500,7437
500,7005
500,7172
500,7206
500,7106
500,6815
500,7184
500,6961
500,7288
500,7395
500,6800
500,7152
500,6796
500,7045
500,7018
500,6832
500,6906
500,7083
500,6823
500,7053
500,6729
500,7134
500,6912
500,6831
500,6880
500,7163
500,7383
500,6870
500,7031
500,7201
500,6803
500,6936
500,6957
500,7246
500,7009
500,6816
500,7050
500,6993
500,6997
500,7105
500,7298
500,6833
500,6851
500,7018
500,7095
500,6909
500,6884
500,7002
500,6733
500,6821
500,7388
500,7178
500,6906
500,6743
500,6982
500,6877
500,6870
500,7330
500,7363
500,7056
500,6751
500,6862
500,7015
500,6886
500,6874
500,6943
500,6837
500,6835
500,7617
500,6941
500,7126
500,6867
500,6826
500,7049
500,7104
500,6997
500,7408
500,7168
500,6829
500,7439
500,7226
500,6766
500,7301
500,7113
500,6931
500,6918
500,6994
500,7060
500,7006
500,7351
500,7016
500,7031
500,6822
500,7553
500,7292
500,7028
500,6852
500,6992
500,7133
500,7399
500,6998
500,6821
500,7134
500,6817
500,7317
500,7246
500,6781
500,7186
500,7076
500,6984
500,7208
500,7042
500,7138
500,7300
500,7493
500,7149
500,6751
500,7398
500,7193
500,6898
500,7721
500,6781
500,6831
500,7408
500,7343
500,7258
500,6993
500,6932
500,7349
500,7090
500,6991
500,7255
500,6836
500,7184
500,7236
500,7110
500,7046
500,6957
500,6863
500,7162
500,7309
500,7304
500,7236
500,7150
500,7004
500,7388
500,7126
500,7131
500,6987
500,6921
500,7129
500,7222
500,7432
500,6881
500,7123
500,7613
500,7019
500,7237
500,7112
500,6939
500,7516
500,7388
500,7244
500,7257
500,7062
500,6935
500,7648
500,7259
500,7479
500,7355
500,7246
500,7068
500,6865
500,6817
500,7209
500,7302
500,7092
500,6889
500,7301
500,7470
500,7188
500,6953
500,6799
500,6818
500,7016
500,7203
500,6813
500,7600
500,7188
500,7498
500,7600
500,7242
500,7218
500,7063
500,6817
500,6940
500,6889
500,7206
500,6921
500,7109
500,7434
500,7272
500,6911
500,6747
500,6966
500,6772
500,7362
500,6942
500,7065
500,7313
500,7319
500,6893
500,7005
500,7157
500,7511
500,7235
500,6966
500,7052
500,7318
500,7310
500,7084
500,6867
500,7475
500,7384
500,6965
500,6899
500,7513
500,7307
500,6877
500,6810
500,7154
500,7039
500,7111
500,7290
500,7242
500,6858
500,7333
500,7058
500,7248
500,6908
500,6963
500,7307
500,6863
500,7246
500,7425
500,7154
500,7374
500,7145
500,6764
500,7437
500,7287
500,7297
500,6842
500,7100
500,7196
500,6896
500,7072
500,7436
500,7243
500,6989
500,6735
500,6931
500,7349
500,6865
500,7272
500,6938
500,7367
500,7487
500,6929
500,6997
500,6912
500,7356
500,6973
500,7297
500,6855
500,7237
500,7050
500,6773
500,7183
500,6800
500,7165
500,7355
500,6849
500,6890
500,7084
500,6949
500,7324
500,7266
500,7110
500,6711
500,7545
500,7350
500,7220
500,7594
500,7191
500,7126
500,7037
500,7154
500,7500
500,7128
500,6854
500,7173
500,7274
500,6975
500,6858
500,7333
500,6966
500,6935
500,7186
500,6905
500,6907
500,7093
500,6829
500,7255
500,7292
500,6997
500,6824
500,7346
500,7270
500,6974
500,7034
500,7261
500,7529
500,7078
500,7190
500,6943
500,7455
500,7166
500,7082
500,6976
500,6921
500,7198
500,6945
500,6936
500,7517
500,7462
500,7163
500,7209
500,6856
500,7124
500,7237
500,6989
500,6721
500,7072
500,6999
500,6941
500,7239
500,7090
500,7021
500,7328
500,7377
500,7278
500,7266
500,7138
500,6850
500,7220
500,7353
500,7203
500,6886
500,7219
500,7241
500,7175
500,7028
500,6849
500,7292
500,7530
500,7121
500,7058
500,7037
500,7305
500,7411
500,7162
500,6782
500,7016
500,7432
500,7181
500,6932
500,6941
500,7202
500,6965
500,6797
500,7382
500,7299
500,7320
500,7117
500,7048
500,7130
500,7123
500,6939
500,6906
500,7326
500,7279
500,7044
500,6932
500,7291
500,7142
500,7157
500,6874
500,7209
500,7514
500,7082
500,7129
500,6923
500,6838
500,7017
500,7000
500,7223
500,7417
500,7218
500,7461
500,7296
500,7393
500,7231
500,7031
500,6816
500,7276
500,6912
500,6876
500,7518
500,7311
500,7299
500,7449
500,7283
500,7367
500,7227
500,6748
500,7003
500,7255
500,7330
500,7264
500,7057
500,6971
500,7110
500,7479
500,7494
500,7393
500,7420
500,7448
500,7020
500,7290
500,7093
500,6878
500,7263
500,7288
500,7275
500,7231
500,7263
500,7125
500,6857
500,6870
500,7361
500,7125
500,6876
500,7310
500,7155
500,7230
500,7256
500,6970
500,6893
500,7248
500,7368
500,7303
500,7131
500,6917
500,7174
500,7247
500,7395
500,7430
500,7348
500,7241
500,7153
500,7019
500,7065
500,7335
500,7179
500,7506
500,7188
500,7462
500,7221
500,7388
500,7334
500,7173
500,7180
500,6830
500,7440
500,7495
500,7235
500,7088
500,7281
500,7242
500,7397
500,7243
500,6824
500,7103
500,7173
500,7308
500,7351
500,7235
500,7211
500,7126
500,6826
500,7506
500,7295
500,7349
500,7301
500,7508
500,7098
500,7268
500,7443
500,7233
500,25027559
500,25029279
500,25030749
500,25033459
500,25036116
500,25033931
500,25034075
500,25031473
500,25032886
500,25033218
500,25034053
500,25034981
500,25033843
500,25031173
500,25032761
500,25032373
500,20787572
500,25036582
500,25029414
500,25035261
500,25033491
500,25033808
500,25031372
500,25034290
500,25034590
500,25033683
500,25034086
500,25033272
500,25034896
500,25032049
500,25032990
500,25035540
500,25036155
500,25035330
500,25035797
500,25036338
500,25034430
500,1006087
500,9133
500,6833
500,7767
500,7257
500,7213
500,8229
500,7726
500,7202
500,7729
500,7051
500,7227
500,7431
500,7016
500,7616
500,7129
500,7267
500,7010
500,7380
500,7573
500,6866
500,7463
500,7229
500,7408
500,7314
